Rejoint
numero,refOrganisme,codeMembre,idReunion
8571,10,42056,1205
49450,1,37373,1169
21152,6,13487,540
44526,8,86774,567
46767,4,59341,1466
47829,4,61601,1700
22648,2,37982,737
31072,6,28359,1742
6461,8,23754,145
34409,2,72979,435
38466,8,48389,517
11280,7,68891,391
34564,7,16921,622
25882,2,82413,1255
25557,4,56050,1356
982,2,59954,905
47214,6,88911,421
9404,7,78744,672
19607,10,34436,1109
45340,1,64115,408
6809,6,74690,1726
49441,9,38411,660
20931,4,50684,387
25694,5,27676,1741
24959,10,82499,334
48270,4,24108,1324
45253,2,83323,1316
2826,3,90368,576
21779,1,97899,398
42161,2,38586,487
12578,3,83944,1847
40011,6,50898,301
19921,10,14381,1882
29134,9,28156,805
1326,3,74238,413
32279,4,42494,93
23065,6,17776,358
38179,6,34860,44
6948,5,14375,78
43681,10,15225,1208
33143,3,15055,2079
36660,7,27952,1438
24000,7,33819,1981
39095,6,70410,1149
29200,6,14252,624
48491,6,21691,70
6404,4,44235,2072
19113,5,38655,1291
32617,6,76179,3
44428,1,25592,46
36085,10,65084,1469
11187,6,17313,1510
37492,10,48851,619
40884,3,12313,1580
19235,10,45339,859
41314,10,15204,63
3950,4,11222,778
34535,7,26308,2002
11022,5,27074,1311
19741,2,33889,202
35262,10,18274,1735
37238,5,58616,1501
1555,4,94387,1851
24383,2,99318,1735
25951,6,57630,1642
2831,5,26244,812
48382,8,61484,1532
27518,3,36193,540
21982,2,48532,637
49517,7,13324,1420
42624,2,49431,2078
42698,9,40403,765
16360,8,14969,1892
33299,7,18790,1658
36613,10,23436,139
39622,1,91229,1282
8082,7,28399,933
25348,4,50645,1382
46964,9,76322,541
43982,2,76758,1021
21850,5,57323,643
39173,3,51597,1205
30673,1,82109,1849
25350,1,40200,1780
25056,2,95984,1737
26121,5,68063,750
44972,2,83335,1424
47437,10,20089,1988
7066,6,61209,1349
27353,10,40768,2070
35460,5,20226,1522
11235,2,16839,1294
34943,3,66193,384
8928,2,90483,1773
40226,8,54684,194
41900,5,26124,1313
22011,5,95820,991
11519,6,82520,20
37420,7,80597,1325
496,4,74586,1626
8830,6,48365,2003
33924,8,32670,753
12564,2,84538,1336
43609,7,30638,1702
32333,8,12871,632
21461,7,36031,1556
23535,1,92453,16
17944,9,93146,736
37306,2,52283,1035
46176,9,47066,1848
9324,8,29781,1136
19942,10,90865,1327
20301,6,53904,1779
31172,4,30171,1425
20594,3,55134,1450
25900,5,94723,1235
22337,7,45091,711
21398,7,96191,1100
10898,8,56305,1991
43080,10,30533,238
26771,2,29734,217
24141,3,92835,934
24675,7,50297,1534
35717,1,68415,1634
13696,8,60479,1622
33081,10,82190,441
45567,10,48042,2043
28544,1,57797,1225
47606,3,56745,254
18737,1,83531,1430
17880,2,81341,1993
645,8,48894,529
46378,8,58391,481
22673,5,99147,94
3197,2,15351,586
8610,6,94009,1823
22232,6,92437,348
187,6,96881,258
13184,7,16912,410
35954,1,31452,913
35125,2,36896,174
48157,1,47273,459
19712,5,13286,1809
48515,7,52111,1594
29930,3,77149,1827
35964,2,84395,1984
28134,8,73827,1611
16646,4,24728,2010
32330,7,63187,1138
34417,8,98553,1002
49998,1,74074,599
30549,4,12134,962
39191,2,70002,198
5501,9,83630,432
4310,7,80897,1528
36935,7,34198,641
18946,8,69159,553
28546,3,40138,827
25397,1,39766,1922
46832,8,79473,157
28938,5,11217,1298
40982,1,73974,2019
39289,8,28261,1489
25335,4,51420,1305
32447,4,59388,456
21790,3,50274,1164
46038,1,89992,134
6452,1,97664,1805
23793,8,92277,2006
8762,8,89514,1361
42350,10,91372,1509
17762,8,60356,1610
30919,7,26278,2017
25705,2,84305,1404
13650,2,13882,220
35475,10,18801,1150
10511,2,18470,1722
24051,3,50421,1456
38255,6,29515,717
13468,1,26259,1216
20062,5,49368,1929
1061,7,70290,768
12984,4,29289,1369
11774,5,19589,938
18140,4,56605,1709
18,10,30378,1806
2465,1,27441,1367
33597,5,31439,1211
27233,9,72259,563
36960,6,33594,854
13911,10,84083,787
19844,8,92469,977
48887,8,67483,60
2838,6,96185,64
17760,8,75311,1224
45578,10,91079,331
24203,8,57416,2096
24482,1,64840,2064
26164,7,75552,1516
25321,9,17092,650
41221,7,25128,725
2926,10,53499,189
33826,3,63157,1382
12154,4,23661,2010
29034,10,36522,1173
14206,1,38319,203
7960,6,61780,803
28792,10,37878,899
42926,3,44212,1585
40694,1,11012,1331
6760,4,76615,1876
46079,7,27498,1709
5034,10,73967,664
9675,5,98087,2087
34392,10,93993,1650
3806,8,76271,1345
4033,1,58832,1510
44121,1,86552,1876
26015,10,68454,864
37068,9,25934,290
41111,10,24078,800
31372,7,15938,1237
8677,4,54327,795
11000,4,61066,40
15142,8,83551,1531
28897,4,20734,884
46462,2,97176,394
41390,9,84317,431
49589,9,70042,1908
9938,8,35316,465
16548,4,96880,1814
27369,8,24162,1269
9297,4,38465,782
6984,2,61438,1979
33324,6,75037,1048
7579,9,78218,371
35928,4,45879,961
31998,9,83748,788
15638,4,82170,177
16956,8,72453,1656
23911,5,67329,220
49097,2,19569,1694
46884,3,62136,19
3491,8,38496,906
26759,8,87157,906
34701,3,77578,105
43287,4,39831,712
48240,9,67777,898
42316,7,88413,1852
40584,8,61438,639
17500,10,30907,1335
19279,7,94093,732
7159,9,45390,1757
9811,7,59798,462
33702,3,57165,613
38999,10,74064,1540
4012,5,81514,681
2609,7,18789,2049
40269,3,82932,748
35259,9,50479,1431
20431,4,20617,629
26010,8,60223,334
17006,6,26648,2001
15610,5,42132,995
41523,10,47026,586
40588,1,84802,147
13399,4,95738,925
13570,3,17935,1913
45128,10,94483,1667
17288,8,17310,453
46289,7,15331,230
2720,5,58112,1679
19538,10,91981,502
4325,2,53453,141
37818,3,37624,1152
25235,4,70152,1773
8557,3,84862,2035
44519,3,85173,803
43645,7,90709,1187
3841,7,37558,244
19197,5,18110,1403
34454,2,83105,23
46316,5,27386,381
24448,7,65446,759
28309,7,97479,1851
5954,8,43137,1639
44059,2,11287,682
17770,2,18814,1512
45311,4,87864,237
34568,2,18657,46
8801,6,82028,1004
41610,8,62001,427
16828,8,75931,1722
35434,7,33211,1110
27550,4,71734,849
176,4,24338,1111
23077,1,26142,463
6926,5,39807,1793
40198,8,26213,318
38156,9,96136,1116
16225,1,51006,1706
8024,7,89688,582
4038,4,80415,1942
6039,7,36178,600
45251,8,49767,1882
25895,4,28218,1163
26588,7,89290,754
43557,8,98496,915
37790,4,47684,1462
26637,9,99306,728
27309,4,95911,1308
13112,1,44240,271
37528,8,71090,142
46516,6,69840,1870
30942,2,95228,1262
30018,2,15337,539
11039,9,90916,1110
19258,9,29742,1535
47534,9,32556,301
3017,6,98000,1845
7246,5,54154,393
6756,3,87030,1099
43552,5,52328,1814
20367,9,71457,710
1791,7,51613,1578
26651,3,57305,1208
2039,6,37580,382
34211,10,88070,31
21505,8,62618,84
44426,8,99675,1540
28484,9,75676,476
17788,5,81366,1485
10713,9,41985,944
32218,8,54238,1269
10298,8,54146,1890
30393,3,80517,1898
38813,7,49242,968
10573,8,40465,200
12283,10,94607,1322
10634,3,61461,770
32935,6,24515,387
35839,7,24501,582
21992,1,83928,745
43253,7,35855,1063
46995,10,49070,233
1052,10,44333,528
2508,10,18564,1662
25174,6,54820,1284
18195,10,33948,1765
11467,2,38134,1100
18529,3,43888,1257
13446,9,15173,709
46545,10,12707,1297
43911,3,92074,1387
9977,5,53598,928
43313,9,77072,513
19261,3,77308,341
49920,5,33956,2095
30404,4,44911,1180
34566,4,27499,1514
15814,1,39308,518
14856,7,14085,2037
23729,4,20837,1247
34712,7,72321,1317
7736,5,23942,494
16360,6,75009,1927
35051,9,19281,859
38949,10,95146,389
25504,9,16379,495
10803,7,83246,719
39294,2,51179,1751
45732,4,49392,1779
25459,8,13645,1045
30133,6,44155,249
26177,8,25533,488
5747,7,14402,1417
15359,9,83569,1008
20675,2,52840,1796
48121,10,14137,1268
1831,7,56013,928
38808,8,63312,221
10714,4,82354,2
44342,6,36778,572
14239,1,54379,617
43703,2,77119,1733
20290,8,33809,1070
30857,5,55964,749
5926,3,99269,1022
29368,7,78547,522
43588,3,81320,734
43484,1,57575,47
7416,5,30347,1872
45517,1,71841,1367
27234,2,93552,809
35160,1,14153,152
48344,3,78285,1751
2686,5,91133,1929
13856,10,75167,1936
43243,6,26010,1317
25025,3,73928,1895
35917,2,24816,1789
36360,1,52335,970
12848,4,59123,1979
3650,4,47118,1252
133,2,85399,1267
6048,3,48523,1856
5674,10,62196,828
40841,3,91513,1705
7622,6,18385,790
47426,8,93198,1172
18037,6,45510,577
6378,8,37844,1109
11996,7,21913,852
47418,8,92867,1854
13981,4,58939,1456
10360,6,91095,591
12453,6,49295,1297
8894,9,64572,827
36391,9,24200,1735
30498,10,21930,77
17591,2,68748,888
44899,5,66729,732
7124,8,62948,1535
42549,4,96413,400
11347,5,35308,1391
32111,8,69565,141
48262,8,63309,1000
31993,4,42792,1559
19552,10,86444,628
34209,7,69138,816
6967,3,24944,1728
17396,1,74232,1367
33329,4,22663,1885
929,2,97931,1280
22528,3,40724,1975
44679,2,38453,949
47361,4,60098,796
12402,4,55436,1777
3993,3,51469,1961
39943,9,25599,9
42362,8,99499,65
44868,2,64486,2032
32220,9,96544,1083
20249,9,15231,18
13121,6,75731,792
43832,4,37521,29
2933,1,77512,1225
35104,10,33548,1765
2220,7,65519,743
5789,10,48529,1610
38127,2,27487,374
17215,2,57524,950
4407,7,83203,269
6082,2,81636,1874
28693,5,41850,1221
11402,2,26112,1691
29263,10,37397,1166
1765,4,40494,960
49633,1,12761,546
20015,6,64669,579
5599,5,40905,1693
43492,1,46521,1216
6685,7,79723,269
5798,3,16087,2096
10115,10,74885,41
377,7,81796,301
37062,1,38233,1233
310,6,22060,2081
9772,7,69126,957
10318,9,58436,1999
8762,2,16258,130
48966,2,37133,1001
18860,6,19156,1151
27949,1,23144,1780
19789,7,23780,2047
44789,6,55467,1264
45656,8,48034,949
47278,2,48353,361
28867,9,31922,1772
31182,2,36072,1833
19439,10,82091,920
14017,6,20475,1333
2120,6,15583,1388
12633,8,74835,1554
43337,4,66772,1389
19495,3,58502,1575
48080,8,63572,1703
21194,6,20733,1117
38565,4,51834,1684
12933,2,62858,1045
43622,3,11204,1328
12028,5,74055,1780
42299,4,85330,345
24928,10,53505,492
3898,3,78159,800
48850,6,83691,1562
29270,10,74503,2059
11380,5,58943,947
11035,5,34676,1771
2863,5,50919,1086
38628,3,11651,1166
43182,3,42667,1815
4419,4,81883,1248
5372,10,54387,620
10116,5,26367,1564
48159,10,15274,1669
25745,8,70437,316
10484,6,74175,1747
35024,10,44074,987
11773,2,81514,2034
1535,7,99152,766
48268,7,14818,1753
45396,5,53068,977
47100,1,54126,1927
24087,9,72394,1204
31539,3,70258,135
11794,4,48479,171
42402,8,45665,944
21546,4,63670,361
34487,9,82900,381
47909,8,22125,348
1143,4,46782,247
4784,5,25919,567
757,5,49303,1763
21320,10,66603,134
46182,2,17876,1607
12032,6,20902,1974
20803,8,27782,1079
19616,2,39316,1846
2954,10,47696,1067
28601,7,37850,1351
28425,7,90194,1911
2689,6,66933,1465
49579,4,20410,1462
40314,4,72950,1760
36596,3,97794,1002
28005,3,54575,1103
26083,6,63891,1858
26362,5,64217,1158
11637,10,95287,1526
45395,1,34451,1429
43094,9,40253,1878
14826,8,79811,330
33786,10,99793,164
41604,9,19081,867
34621,3,23998,1543
30409,7,22289,37
18304,5,53535,294
29285,10,84371,1479
4540,2,65052,1025
12090,8,98914,1362
49504,2,76530,956
25609,2,24967,996
17433,3,60537,1320
2205,3,82199,1189
6767,3,14889,1640
22891,9,26548,2028
16948,9,51680,1117
2244,3,55975,1931
30219,7,83895,1837
24785,10,59206,998
11469,3,20241,588
47817,4,98616,715
13411,7,75378,470
7164,9,66555,1971
42148,2,56413,116
25902,2,83943,1017
8547,6,63549,980
37213,6,86573,103
18648,9,32072,103
32570,10,58942,1674
49377,1,46335,1398
34418,4,16820,907
1541,5,62177,760
6914,1,78184,940
2679,2,50380,655
7051,5,74607,455
42662,6,58141,1921
29483,7,98874,1079
22402,8,27841,569
17901,6,94787,883
5587,4,32677,1399
34521,9,32583,1715
20923,9,43418,746
47033,7,83364,117
22261,4,47499,560
23337,6,74417,1513
11790,7,57718,1486
26284,3,44697,226
22754,2,41677,45
34900,8,76286,1761
9192,4,17770,1573
27030,5,65583,1996
29626,9,53497,431
10449,7,47127,594
45273,9,83487,1174
35147,7,95315,1812
28592,1,56991,457
11194,8,12978,448
46321,10,80431,1562
15944,1,59057,1594
20873,2,76626,52
6186,6,68377,1445
1501,3,64703,1763
30968,5,50738,1707
30465,9,82997,404
15410,10,96310,1067
28476,3,60783,412
30410,5,48956,987
2784,9,84202,9
21500,5,70447,293
25277,2,26363,535
26339,3,48724,1923
18703,10,64381,722
41099,8,45723,186
14170,7,42406,715
47913,6,93314,965
9307,10,35816,406
22343,7,17935,1144
44918,8,57780,1408
20026,7,12367,882
33431,10,76465,398
8382,7,84141,1051
23142,8,64902,529
11164,3,54148,1089
45091,3,20521,1223
29379,6,86463,2020
15872,2,99564,1615
7981,8,93778,1299
19754,10,40491,483
33859,4,76980,995
15190,3,43888,1701
27123,1,77018,1852
47026,9,39555,388
26114,5,15036,1082
21536,10,27404,1261
1162,8,82056,1312
19964,2,90892,1013
26931,3,86270,998
34869,2,79450,382
41071,6,72836,571
11692,7,99672,93
12395,5,17439,1074
15882,2,40328,1935
16288,4,19704,1935
7965,2,69577,1168
38032,3,43538,1909
3597,2,87010,1643
9036,10,32359,826
6802,10,19997,1257
31233,8,82040,1479
25038,8,31083,1908
34784,7,50411,1744
27513,6,89149,199
33250,9,77198,758
8946,4,22100,1158
44704,4,57279,966
43802,9,58793,1314
1795,2,78148,166
46699,6,56167,892
10939,9,30456,1535
12246,6,43098,1430
23984,2,26980,1010
1989,6,91243,336
30738,5,73893,220
46391,8,92862,1795
2749,6,18754,1602
11383,1,13241,262
11400,3,31875,1220
11331,1,20434,2099
3340,8,84862,885
5793,10,56188,520
19640,2,26732,1157
12632,6,32132,1585
8835,4,16078,2022
41043,6,42954,2100
5829,2,81182,388
24165,10,41410,588
28496,8,87478,414
25520,9,21342,1305
8041,5,54339,1824
44808,8,16256,1499
26230,7,35390,801
31611,5,90882,939
12729,5,95436,127
806,2,90798,163
46175,7,47607,373
35516,5,38961,1141
12945,3,69496,2040
30926,8,83250,1907
27155,5,44116,688
13126,6,67349,1395
25674,4,18931,78
37223,1,27049,918
26136,7,18344,1062
39327,1,48040,885
16322,10,45429,1216
11805,6,11062,50
10334,8,70778,1409
47176,7,64342,597
17366,3,90578,267
15718,3,90320,1521
26823,10,69522,476
28483,8,53072,1051
39919,3,55344,369
19747,3,64705,1756
33149,3,57777,2026
11313,7,74099,737
11639,4,68849,1490
288,2,97020,671
1126,8,17944,193
29006,4,97015,1371
40856,1,97333,1165
25255,1,92564,581
10162,7,11142,1473
34931,4,86506,8
8230,8,11908,1847
34958,1,89705,350
17086,9,90790,1858
36200,4,79995,1183
4023,3,94319,873
18411,1,58302,879
42393,2,34905,976
29177,7,60022,1868
13774,4,96155,785
25750,8,76589,223
26276,5,44883,1236
42774,10,74329,776
38950,2,50120,10
17661,3,83160,651
43386,2,16411,784
2227,2,98666,758
49787,4,71656,1822
15763,10,61662,1907
16628,4,21307,619
12712,3,53781,832
44556,1,19430,502
12514,7,79788,1854
12896,2,46840,546
6629,4,46177,1878
1346,9,77221,1546
43429,8,11321,1861
32500,8,46006,1428
8185,5,52306,679
45837,1,73984,1417
46808,7,36147,1818
39152,7,58708,1263
34078,3,57075,125
14100,2,48045,1586
17836,4,36601,158
45860,3,20089,882
9994,7,35897,568
46693,6,99633,128
16982,1,42592,1406
49343,7,88570,145
19627,7,84048,389
28657,9,23736,219
24907,8,41103,1024
44726,6,90942,1933
13831,7,34688,50
43482,8,87273,667
21417,2,50404,339
266,6,53999,1377
44795,6,52605,264
47006,2,45373,1998
5544,8,93648,1574
26755,6,46077,304
15244,6,40663,130
44414,1,22358,2019
29597,8,45113,1829
14559,9,12348,1414
49427,8,63148,768
8563,4,84426,1935
21372,7,56143,1826
6127,2,56686,763
4786,2,34004,512
45858,7,26474,551
45983,2,77162,759
40225,5,82107,1471
2845,7,95632,1029
40267,6,30510,1160
11772,2,47990,1140
24233,8,89847,1908
42467,3,77666,1789
34852,7,58553,1728
28093,2,31016,1563
44655,6,21530,462
29492,3,69523,1352
5999,5,21067,759
9630,4,84506,719
10581,1,26229,1323
21141,4,59686,1577
37488,9,31304,1321
14486,3,61975,1934
35532,7,17243,1144
46924,2,25663,149
49757,6,60219,1480
45718,4,42601,1283
18288,5,89451,1931
20465,8,91666,2009
13082,10,97134,1896
6026,9,85130,1913
23440,3,68484,1208
15318,1,32188,868
9814,3,94304,798
42569,7,39924,29
44882,7,18007,199
9403,3,61335,779
21300,6,22777,761
1859,4,39929,858
5424,4,35104,1692
13634,10,75131,64
16797,4,78901,520
35242,5,59807,368
37442,7,77220,263
34759,7,35010,1696
10163,9,95446,1246
719,3,17632,2099
21865,5,30827,866
48301,10,33166,908
35178,7,77921,1847
35171,2,89339,1297
35294,5,65874,1122
25351,7,64987,292
33055,7,82063,387
4145,10,32688,657
13162,2,91392,1815
27478,4,48554,489
48628,7,17581,15
27223,2,46007,1862
31256,4,49091,265
15810,9,96731,848
19530,9,56212,1746
22993,9,45147,1016
12661,5,82487,59
42857,8,55909,1053
3298,2,34741,739
13995,9,81921,14
19918,5,43115,142
33068,4,27886,1975
2909,10,16601,1089
46738,8,49520,1464
38284,5,74221,1739
16496,10,67943,732
16066,10,66778,1299
46457,1,38574,409
19370,8,94871,1101
13271,10,97134,1396
41664,9,79966,2057
36497,2,51879,1074
28669,9,62416,1249
35941,9,82054,982
33242,3,53268,911
8728,4,46508,1814
47022,7,26417,1852
22947,3,20350,230
16898,3,66907,1656
27963,1,55728,1969
5,6,93660,334
26923,2,78635,1821
10993,8,98759,223
11086,3,15678,1381
7929,6,77532,1499
10188,5,23173,862
22416,1,53736,578
41953,7,45354,628
29818,10,74158,826
1076,7,26032,487
3032,5,64976,1577
17232,9,44430,929
32739,7,68889,1533
44996,3,25376,287
39415,9,62938,156
44672,7,36587,1737
38965,7,16353,1441
29894,2,83160,1367
28308,4,11242,1889
38288,4,63159,1809
39157,8,99959,796
41768,8,92489,1851
40618,1,46385,1993
13977,1,33892,1672
20368,6,75904,1277
21489,10,57057,1718
16375,2,59255,1206
4734,6,47421,1434
188,10,22538,1764
34405,3,17316,1966
45716,7,84774,2076
22599,8,51234,1744
42815,4,11627,1446
497,1,56641,997
31902,5,25990,1538
41392,10,88271,583
14463,3,97862,58
24359,1,74590,367
16014,7,12421,268
159,1,81456,551
702,1,86820,1235
47961,10,82016,836
45675,9,87255,2036
37689,6,73372,1216
30572,1,63131,412
4665,3,66211,1634
42772,8,45635,1553
41546,4,16708,271
34888,10,27207,2011
37661,7,54262,343
9584,1,40449,1178
3884,6,38859,1096
19371,7,35632,1084
48389,6,55166,1512
47756,9,52882,403
32417,8,69829,104
36931,8,50859,1318
13313,6,27223,1438
529,6,79827,47
11877,4,97445,1175
44185,5,28121,1622
34563,4,36766,1429
1348,2,46323,1307
39579,2,57843,1226
28832,10,74400,1252
35006,4,39783,1647
37447,3,77980,163
48098,9,90935,798
3896,2,96673,265
6479,4,18449,271
32300,1,33071,431
41435,7,56984,667
49470,3,63731,389
33821,4,51314,1360
17940,9,77725,884
26939,2,86044,1690
36426,6,94023,1780
23245,3,57390,282
24881,5,92898,298
25469,6,93906,73
8041,9,94456,599
35250,5,32911,1790
44355,7,39750,1822
45299,7,77340,344
1551,1,87743,261
42002,6,46065,359
47501,3,17006,237
37918,9,23041,536
40238,6,97836,1366
27160,1,95361,1734
14009,5,63469,23
25518,1,89943,1017
45950,8,29779,1464
4342,7,24133,1415
43581,7,13160,1145
47634,1,18593,1583
46456,7,94001,161
41256,10,26573,1263
30539,8,77445,334
23464,2,48402,238
3853,1,53816,665
12673,6,28621,1289
17124,1,18260,1208
33816,1,65903,1921
40904,9,33392,909
27331,9,73397,1803
35305,5,30000,1402
42849,2,80691,273
8274,2,54766,1722
24571,8,54204,1934
1556,6,32239,798
14898,5,90338,526
14070,3,68140,2096
27793,8,70583,448
45472,1,39415,368
1603,10,98948,1325
7555,2,73825,2099
29525,3,23153,1873
14330,4,66668,737
40273,10,54926,1090
2500,2,92887,1326
43665,4,15652,1057
19748,6,78825,1864
46594,1,79051,793
48862,6,70410,1564
5849,1,76758,310
30948,5,69705,1286
23676,5,57419,1996
6128,9,26724,1935
18278,7,95860,251
12826,4,63759,1585
1122,4,13269,1659
19948,4,75072,1297
21172,1,80149,1394
44265,10,65660,1360
25716,3,27426,1514
27453,4,85964,643
30564,5,83638,1734
45401,9,99415,1168
26854,10,41804,755
30914,2,50534,903
33788,7,88419,1874
7320,2,95298,638
22673,5,70456,373
44646,8,25381,177
7359,6,52747,1689
4865,2,51316,1077
7675,3,11233,2058
11579,4,92500,865
42120,10,24404,1133
33501,7,40220,1748
28538,4,59808,1055
20841,10,11432,73
30266,4,45943,779
41552,6,99632,1486
16250,10,36441,1397
758,4,94627,360
22048,1,42981,1221
28157,9,40141,1593
4421,3,11583,1070
44793,6,57031,1643
21569,7,25876,1331
1123,2,89972,1200
12323,6,52169,1268
8196,3,27899,365
16333,8,84806,720
39404,9,32333,1908
18331,8,13668,1721
46835,10,89804,1413
39154,2,74847,928
6504,4,47991,1124
2800,4,19722,1869
23983,3,48313,918
20910,3,65068,340
6948,1,47906,692
15923,1,18083,1633
12979,10,19419,243
48195,5,88369,1536
15842,7,39765,774
12388,4,34337,1
2363,8,98988,805
36989,4,90884,1491
8930,5,95461,1475
48448,2,15185,468
48396,8,81403,1441
12168,10,95113,822
23628,1,34344,1166
30039,5,36367,147
19164,7,19316,1317
48453,1,62752,428
33662,4,80050,125
46409,2,63753,385
17862,6,64120,383
29702,10,51538,1137
38431,4,86424,1383
10394,1,36793,1806
45892,9,35944,1452
42237,7,46106,1129
29263,9,77766,1309
29775,4,65831,1579
16220,10,63794,998
36406,2,90502,517
48122,4,61189,1667
12386,7,73405,509
32424,8,31743,1861
14947,8,88170,373
48705,2,58683,448
41235,9,99361,1938
38490,2,22968,1471
28208,8,28446,1638
20610,2,46697,1049
37478,8,50009,43
35715,2,54181,847
47344,10,30555,744
29735,4,97258,425
43795,10,62500,823
15418,6,95274,1696
35026,1,75076,203
35598,4,72757,874
29277,4,45872,897
14756,4,34644,98
37534,9,43844,1670
38472,10,19703,1015
16155,7,63117,512
47079,9,84353,7
47266,4,67968,54
175,6,48943,1071
20056,1,64982,349
33877,4,19382,1605
48664,10,27565,1214
45672,1,27211,352
32469,2,66740,811
31923,9,40598,353
2241,5,67435,638
647,1,84826,597
7686,6,71134,1266
42604,9,64318,68
33369,8,25167,1002
48775,9,19813,487
41179,10,69353,155
43427,3,37939,1273
12909,3,96879,1889
30355,7,23291,1689
19991,1,88845,27
6053,3,31817,1253
19830,7,72938,127
4192,6,55578,374
36197,3,48639,264
47796,4,18829,393
10817,5,46346,1080
2286,10,25627,2058
47794,9,21521,1999
1226,4,43627,1643
17182,6,33265,871
7485,8,26780,89
9901,2,97637,1448
36208,6,62479,364
2286,3,39721,919
21222,3,41121,854
42468,8,34039,89
31464,9,43340,1174
37745,9,46463,175
47601,1,29762,811
43265,8,76461,162
5090,2,96079,797
20645,6,81339,631
36940,3,46161,893
47438,9,86808,1596
26085,3,60964,1465
45687,6,59660,1578
8713,1,85125,217
18137,1,75112,1777
48858,2,34074,1392
49253,8,62811,815
14696,10,63074,1081
3160,4,49218,837
39888,10,31521,1240
29482,5,27749,374
4059,5,17557,971
24855,2,17164,1617
15248,6,36120,957
14311,7,42821,1885
41362,4,26336,1188
48848,1,64625,195
8498,3,45098,703
32660,2,33758,2056
26077,6,25878,1979
512,10,31339,580
33326,5,16873,1888
38686,6,18458,1222
37261,7,94543,865
11707,10,54698,234
43050,7,40948,2064
17648,5,26450,5
38133,7,43062,821
16092,9,66108,729
38168,3,15413,1710
27280,6,17027,1701
1068,5,55069,1908
24225,3,30548,431
1052,6,15837,1415
11995,2,34126,1440
16148,3,72522,807
44546,6,70831,1212
3873,9,75093,318
3815,4,33454,198
3621,10,78069,288
33424,10,43408,91
11653,1,52897,1938
49239,1,12505,2051
1372,7,23436,1880
34744,6,74645,1084
22064,6,81783,567
47796,8,48135,745
18484,10,23430,1868
6265,8,64001,898
30076,7,95024,1869
6361,4,22545,935
32637,10,89110,1816
25965,7,58341,1890
24763,4,79488,2080
32273,1,52228,112
24081,7,89803,1428
49398,9,69371,567
21269,6,28270,1846
1388,2,74987,786
21045,9,12003,1911
23698,1,15794,1083
30618,3,34818,2008
3741,1,70570,203
38328,9,93700,593
32887,3,14967,778
17640,10,43022,35
9985,3,95996,945
32541,1,59298,532
35342,7,58653,2093
42409,5,44346,32
23986,7,27665,263
37595,4,59762,144
44550,4,14413,2008
27571,2,87891,1798
1324,9,51479,17
5750,9,14821,662
24007,3,33393,2091
20991,3,49190,1813
2984,10,34145,1323
17194,5,74323,1282
19106,8,15998,1077
27238,3,51931,1764
3403,10,84971,406
19858,8,25243,1455
7572,10,50479,218
29324,5,45128,904
12284,8,88066,918
3849,9,41393,1182
34409,7,19817,1213
6195,4,88344,1140
37542,6,59507,1354
15101,8,80140,2026
2303,6,17888,1761
6150,4,73588,14
43936,3,13783,1614
48788,1,94135,403
19359,4,94871,1951
45230,10,52167,1580
30403,4,35405,1498
