Mange
date_,idReunion,idRepas
2013-05-08,1612,988
1985-08-07,1010,3407
2017-07-04,288,4746
2014-12-01,105,4030
1971-03-11,841,4202
1974-05-17,1113,1408
1977-03-20,1324,4863
2024-05-12,577,4675
2005-02-17,1200,5095
2008-11-12,1574,995
1985-04-06,476,1600
2003-12-16,1493,686
2024-03-04,212,4104
1984-03-06,143,1171
2013-01-03,76,3999
2002-02-09,1452,3215
2009-04-12,1249,318
1975-07-13,550,2867
1980-08-09,1880,3627
2005-02-17,1464,1086
2005-07-19,977,2611
2016-10-30,3,1742
2015-06-04,1693,2027
1973-04-12,101,843
1971-05-27,1625,952
2003-03-25,1634,4538
1985-01-20,1894,2419
2022-02-21,385,1342
2018-04-08,937,1113
2003-08-09,1668,2842
1996-06-02,1468,1010
2003-11-16,1373,2271
2000-06-25,236,3977
2018-03-18,1402,1631
1990-05-16,194,2708
1974-12-20,1023,2107
1980-01-01,1288,988
2013-05-08,1287,1446
2021-11-23,691,4621
2018-12-28,109,4355
1984-06-05,1645,2385
1984-12-16,960,3124
2000-04-09,734,825
2003-04-30,1135,380
1984-05-31,674,1511
2014-11-02,778,1317
1973-11-13,666,4833
2011-10-02,1395,511
1973-06-09,657,1425
1993-08-24,2080,1741
2012-12-27,1287,1193
2019-01-20,2088,3787
2006-05-30,777,4833
2025-10-15,1646,2090
1996-10-31,1750,3400
1975-01-26,1967,1830
1981-10-27,404,2209
1980-10-24,969,3140
1970-08-19,949,1159
2017-07-04,639,4339
1997-07-10,1889,3827
2012-06-11,1779,4036
2017-04-17,1617,1709
1996-04-08,1086,2465
2025-04-19,1836,2787
2018-08-19,314,1460
2009-10-25,449,1994
2016-09-28,1779,3929
1999-08-23,2015,1607
2015-07-27,595,914
1992-05-21,1421,886
2025-12-03,584,3500
2025-09-27,148,3655
1993-03-26,1722,4990
1997-07-18,395,3781
2007-04-17,312,3583
1971-10-17,447,1429
2005-02-13,1620,2689
2009-10-13,2070,2649
2019-01-07,1123,3713
2020-12-14,1626,1322
1998-09-11,266,4710
2014-09-09,1898,4108
1973-02-15,1610,3140
1973-08-25,294,130
2017-06-12,436,799
2000-04-09,2071,2402
1990-06-27,1154,2262
2021-05-02,1278,2362
2005-07-19,1105,3749
1999-04-25,688,2541
2016-05-17,1018,1241
1972-06-09,1795,4155
1982-02-16,1626,1955
1979-03-21,889,2676
2001-01-07,1497,4082
2008-11-23,2090,4525
1971-04-12,380,932
2002-01-18,522,338
2006-10-20,2038,410
2016-12-26,596,4617
1999-08-03,1651,3617
1986-06-19,1032,1763
2005-06-30,432,2821
2003-08-09,165,2486
2024-06-06,526,4084
2000-08-16,1924,4319
1981-11-30,1981,3258
1982-02-17,1479,2789
2018-10-06,1973,4991
1996-10-31,1077,1127
2017-10-25,215,1072
2016-09-28,136,740
1978-12-14,1564,1724
1981-02-11,2047,1159
2012-06-28,2022,1407
2015-06-04,1928,2366
2020-06-23,1265,357
1979-05-25,355,1075
2009-01-16,1045,2484
1994-09-26,21,434
2000-08-14,1754,1694
1997-04-30,526,44
1972-06-09,1283,3723
1980-06-15,361,4652
1973-04-12,533,4404
1996-06-02,1692,2044
1979-11-02,1369,3637
2004-10-03,536,4747
2004-06-26,1918,1511
1971-04-05,1413,2386
1983-03-22,697,4587
1971-10-30,666,4497
1983-02-07,1522,2671
1985-10-25,957,3242
1982-08-16,1433,4495
1990-02-21,1217,3881
2004-10-03,886,3483
2024-11-12,1175,4905
1984-12-31,8,2575
1985-10-25,1841,2552
2004-12-15,1658,3470
1975-07-08,976,2346
2018-10-06,1005,4802
2000-09-27,1076,2369
1975-03-27,1735,4714
2000-08-16,565,972
2014-07-11,1398,4233
1982-08-28,2027,2132
1996-06-19,1196,312
1992-01-19,1664,4909
2007-09-08,1326,4001
2020-10-29,1371,1926
1995-01-03,664,1794
1984-09-19,1428,2600
2015-08-19,1235,3384
1995-08-10,1845,1986
2019-10-17,1404,4651
2012-01-10,1075,1768
1987-11-10,1219,4043
1979-05-25,1498,2511
1994-11-16,1364,624
2018-03-18,829,3473
2009-04-12,2021,996
1977-09-12,297,3485
1974-12-20,275,3402
1987-07-12,123,4679
2002-05-24,631,2919
1982-03-06,360,3815
2016-09-28,540,4131
2002-12-02,1362,5049
1983-07-27,923,1201
2022-10-08,970,3552
1977-08-27,71,4267
2010-09-19,1253,1923
1994-09-26,34,1043
1979-09-08,1086,103
1980-08-09,1534,3823
2011-11-25,431,2752
1995-08-30,203,4054
2003-08-09,1689,3753
1990-02-06,111,3842
2005-03-19,2045,1034
1984-02-29,1445,2880
1999-06-26,1497,1049
2026-01-25,1197,2656
1993-11-21,334,1492
2010-04-15,551,431
2018-03-18,1538,1754
1980-08-13,504,3487
2024-06-19,743,2973
1976-03-01,1990,2837
1976-10-24,1041,1132
2010-09-19,1907,2061
2014-03-19,1779,69
2021-09-01,343,3260
2009-12-21,508,1921
2017-11-15,2049,2199
2023-04-25,1817,4249
1993-08-24,1652,631
1995-07-13,1317,3356
2007-09-08,1784,2927
1990-10-05,2047,3179
2024-11-12,1381,1141
1978-12-14,1868,982
1988-10-04,512,1429
1996-06-02,820,5077
1982-09-13,462,2751
1971-05-20,954,4433
1986-11-19,1147,457
1993-08-24,947,4874
2003-09-12,385,2081
1999-08-03,450,3092
1982-02-16,2032,1883
2005-07-19,2054,4911
2026-03-06,18,246
1988-04-28,345,3900
1979-11-01,1273,1742
2002-04-18,910,1117
1997-07-18,516,603
2009-11-26,1517,1214
2006-05-30,1489,3131
2014-07-03,160,5096
1992-05-21,1172,1911
2008-12-07,726,565
1987-06-13,1726,4217
1994-11-12,852,3164
2017-08-29,1005,3348
2019-12-05,466,203
2025-10-09,833,1928
2002-01-27,1415,4186
2002-08-29,142,965
1976-03-05,774,4521
1980-10-24,1070,577
2019-06-11,1479,1841
1974-11-08,1916,3773
1998-09-11,1378,777
1975-07-13,1990,538
1977-08-04,662,416
2025-04-23,1346,3787
2013-05-08,1263,2007
2006-05-30,783,3810
2019-06-11,2088,929
1997-04-20,1202,2008
1997-04-30,904,1433
2011-10-02,580,4100
2020-06-23,712,2142
1971-05-27,141,5067
1996-06-02,65,1744
1975-01-26,756,2348
1970-05-24,1080,4935
1970-02-16,1805,3688
1982-07-13,889,3086
1985-10-13,517,470
2026-01-25,591,3361
2011-01-23,1322,3351
1981-05-27,469,2852
2002-05-27,511,3293
1983-09-11,945,3108
1971-10-30,266,4580
1973-02-15,385,853
1994-08-26,348,2842
2025-04-19,1446,495
2004-12-15,1944,491
1974-10-18,1257,4504
1974-01-30,1869,4129
1987-05-22,1101,4157
1975-03-27,1643,2150
1976-12-25,1836,1007
2000-02-29,1077,379
2017-04-17,1579,4635
1974-12-20,1847,3394
2021-10-06,1870,2861
1971-05-20,1174,3396
2002-01-27,1503,4701
2003-02-18,1683,2096
1990-02-02,801,3011
1981-10-13,1533,3792
2001-02-24,1420,963
1974-12-20,563,3517
2003-05-25,1209,626
2014-02-13,29,3656
1976-12-25,777,1571
1983-09-11,1989,2297
1981-10-27,1082,3250
1974-11-08,702,1715
1974-11-25,971,4328
1997-07-10,1772,3537
1982-03-06,1379,4824
1987-06-13,1423,1051
1971-06-15,1154,991
2026-03-20,80,2977
1972-06-09,304,3461
1985-08-11,256,178
1993-02-24,1040,1136
1992-04-07,2092,3823
2022-09-19,1825,3389
1980-06-15,1217,3565
1975-09-11,939,1465
1970-08-19,871,1596
1983-02-01,1791,3353
1984-05-31,1214,4255
1982-02-17,1181,1894
1992-09-16,503,2570
2000-08-16,1805,429
2003-11-16,455,1338
2013-03-11,239,5027
2004-07-31,767,2505
1993-02-24,2089,2264
1988-07-05,1718,2429
1989-04-01,1956,2842
2025-12-03,1010,1903
2000-06-25,537,3603
1995-08-30,826,2235
1988-07-06,1759,4642
1974-07-13,1334,3303
2002-02-21,313,4081
1980-10-24,1412,641
2004-01-08,688,2788
2015-02-08,1548,1370
1973-06-09,1210,2527
1977-08-04,1701,1474
2000-10-10,650,3190
2007-01-30,1058,121
2002-05-27,2026,4472
1984-02-29,1879,3767
1972-04-17,437,4668
1974-07-13,1371,3363
2024-06-06,39,1927
1980-03-15,778,2682
1999-08-03,828,2497
1994-08-14,1686,3580
1999-08-03,1217,3589
2016-10-26,2036,4375
1987-05-22,1360,1919
1977-03-20,310,1856
2018-10-25,51,3941
1991-04-16,1372,2777
2018-03-18,606,3958
1988-11-17,1201,4870
2017-01-06,1847,1193
2025-06-28,559,3630
2006-10-20,582,4709
1985-10-25,1451,4445
2022-10-08,287,4830
2022-10-08,695,2252
2003-08-09,1274,2517
2002-05-27,1932,2838
1978-03-20,991,1845
1980-03-15,679,2050
2024-10-11,2092,4069
1980-08-13,928,2105
1970-04-30,1694,4101
1982-07-13,1489,2135
2004-01-08,1130,2888
1970-05-24,1227,2554
1971-05-27,1455,4
2025-04-19,1247,563
2023-05-02,1145,2916
2016-03-23,2057,158
1992-05-19,2083,3275
2015-06-04,1240,1832
2022-07-01,1379,3338
2009-02-02,1441,1525
1978-02-28,553,264
1999-06-26,2026,5012
2024-10-11,764,4994
1977-03-17,1259,965
2023-11-17,678,3131
1996-05-09,442,2359
2005-09-06,853,5056
2000-08-14,380,2851
2022-07-03,1230,691
1980-08-13,1200,3287
2005-02-17,75,2198
1984-12-31,1141,524
1993-08-24,1873,3397
1983-04-29,1457,1669
2005-07-19,1406,3834
2004-09-16,1496,977
2002-12-03,1137,504
1979-11-02,1740,1838
2021-11-23,380,1033
2021-01-17,1097,2734
1973-01-07,295,3731
1974-01-30,80,1728
1983-03-27,1535,3674
1988-10-06,1742,3734
2014-03-10,1838,1263
2021-09-01,2031,1353
2021-07-10,1610,3210
1971-04-12,1671,4793
2015-04-24,941,2631
2017-11-15,480,2987
1992-04-07,1252,4688
1981-04-04,522,2573
1993-11-21,666,4564
1979-03-21,1475,2224
1973-11-24,1693,371
1983-02-01,1986,276
2018-04-08,881,4408
2004-09-16,1130,56
1986-08-14,2064,3431
1996-01-06,1379,1371
1975-01-11,1395,3969
1994-08-26,1602,2728
2002-12-02,1152,4706
1987-07-29,698,4173
2018-07-04,511,1427
1979-09-08,137,2110
1973-06-13,700,1551
1973-06-13,1954,3465
1994-09-15,889,3330
1988-10-06,2074,3441
1973-08-25,414,1816
1975-03-27,1852,2117
2005-02-13,1642,2331
2016-08-01,1604,4353
1997-04-20,1228,4573
1988-12-09,1122,2930
1982-07-13,1029,3563
1985-04-06,597,3710
1999-06-09,639,174
2021-06-03,123,3525
1984-12-16,401,2506
1975-01-11,127,3889
2000-04-09,1940,4706
2003-12-04,885,276
1988-07-06,919,4014
1984-01-06,402,1406
2018-08-19,875,1879
1974-11-25,887,2436
2014-07-11,1804,538
1974-05-17,208,3976
1979-09-08,740,4764
1988-01-01,2002,3150
1999-08-23,1511,1584
2023-11-17,1624,4455
2002-02-01,299,598
1985-10-16,732,1176
1979-02-12,1413,2691
2023-04-25,210,2047
1978-03-20,2099,80
2007-04-17,1673,4024
2012-12-27,1789,4320
1990-10-05,297,29
2023-11-17,1053,4117
1971-05-20,675,1484
1982-03-28,1213,3311
1989-04-01,1964,2307
1972-08-18,44,4230
1972-03-23,1764,3680
1987-11-07,1980,3732
2018-08-19,1955,689
2015-04-24,1580,2117
2003-02-18,464,2207
1971-10-28,1426,4017
2002-03-03,349,2795
1991-07-06,863,2477
1971-11-27,1851,4483
2017-04-17,1938,2979
1987-07-29,742,792
1990-05-25,719,460
2003-04-30,87,2270
1980-01-01,1373,4702
1985-03-22,1947,1909
1985-03-22,1648,3409
1978-03-18,1077,2659
1985-04-06,1931,1625
2005-03-19,276,1315
2008-12-11,590,1153
1972-04-17,1237,2777
1970-05-03,1716,347
1984-09-19,580,4143
1994-08-26,1534,1693
1979-12-04,577,2573
2001-02-24,1674,2744
1992-09-16,1229,4639
2003-03-25,156,1309
1973-06-09,1312,4981
1970-02-16,711,1780
2005-06-30,842,2928
2003-11-16,516,228
1996-05-04,1777,1798
1983-02-01,309,3771
1971-04-05,408,624
2014-02-21,634,3646
1993-03-26,1510,1106
1988-11-19,837,1346
1988-07-05,1655,4458
2008-08-28,1671,2276
1988-12-09,938,2146
2016-09-28,1388,3758
2014-12-01,1030,776
2001-11-18,800,384
1970-05-24,1780,3947
2024-06-19,1844,3975
1982-09-13,1740,536
1989-04-03,1438,1734
2024-03-04,1287,3270
1985-03-27,1863,4852
2005-02-17,1699,1571
2007-09-08,867,2337
2001-07-11,641,3824
2003-01-28,426,3849
2000-01-03,1079,1015
1977-03-17,1033,1305
1986-11-19,1828,3725
2005-06-30,422,2640
1993-11-21,657,1348
1972-08-18,27,4183
1974-10-18,802,491
1999-04-07,1634,3696
2004-02-05,1613,4231
1986-03-10,969,2862
1970-04-30,742,193
1981-11-30,752,4843
1979-08-20,929,1590
2003-04-30,1745,2183
1974-01-30,550,1273
1987-11-10,1791,2561
2006-12-22,1677,3321
1993-11-21,1457,3626
2018-10-06,128,2523
1979-02-14,1515,1575
1975-07-08,1818,431
1996-06-19,7,2046
1971-08-01,998,233
1985-10-13,1618,4539
2002-04-18,1203,2500
2016-10-30,1110,573
1978-07-30,767,3004
1978-12-14,575,1149
1988-07-05,1171,1686
1971-05-27,111,510
1979-02-14,451,154
1997-04-20,1437,3671
1971-08-01,1773,2397
1992-05-27,310,1245
1979-06-13,1107,4202
1995-01-03,715,325
1979-02-12,633,453
1983-03-27,992,4590
1988-07-05,87,1640
2011-10-25,859,3411
2008-12-07,1231,93
1973-01-07,871,1281
2009-12-21,1995,238
2009-12-21,1059,3447
1991-10-10,1816,1542
1990-11-26,1915,3022
1977-03-17,471,2914
2013-01-03,990,602
2021-12-13,249,1178
1993-01-20,208,2550
1973-05-29,813,2372
2020-06-23,875,3826
2006-07-06,382,182
1999-06-09,2026,3134
2015-06-04,61,3940
2015-11-02,1394,2614
2024-11-12,1614,521
2004-07-31,838,441
2006-05-30,1770,3572
1971-08-01,1146,2700
2016-09-10,922,3596
2009-02-02,1736,4673
2016-04-11,1559,4806
1973-10-20,663,4570
2011-01-23,1251,2399
1992-01-19,325,526
1975-01-11,426,3679
2003-12-04,1311,274
2018-10-25,1259,612
2009-10-25,1282,965
2011-09-06,1583,1453
2000-02-29,2022,4122
1996-09-06,564,1670
1971-10-17,791,1245
2003-02-18,1547,4020
1988-07-06,1838,2464
1986-11-19,1040,646
2007-09-08,2054,2573
1983-03-27,288,203
1982-08-28,1296,4476
2022-08-07,1716,2832
2012-12-10,1150,2725
1971-10-17,155,1658
1996-09-06,1208,2236
1999-08-03,976,4920
2005-09-24,338,2442
1977-10-13,563,1130
1971-05-20,1776,2519
1977-03-17,686,378
2000-04-05,339,2430
2022-09-19,640,3266
1985-10-13,2058,1062
1986-08-02,1773,3062
1995-08-10,863,246
1971-03-11,757,2806
1986-04-19,533,269
2025-04-23,1155,2024
1991-04-16,78,2858
1991-08-02,9,1421
1987-02-03,1908,3590
1979-02-14,140,3752
2006-12-31,1047,1847
1982-02-11,1462,2141
2015-07-09,531,3628
1972-08-18,2052,5010
1975-01-26,1298,926
2022-10-08,2038,1378
2009-04-12,2084,1882
2025-04-19,1053,2737
1973-05-01,905,3940
1977-10-13,276,956
2008-08-28,513,1979
1999-04-07,502,2438
2014-02-13,1991,938
1993-04-22,1444,4489
1988-07-04,20,562
2000-09-06,70,52
2008-02-29,739,255
2016-10-30,1749,4748
1990-10-05,1485,3004
1970-05-24,949,169
1974-12-20,382,4787
1979-11-02,2071,2175
2015-02-21,1130,1184
2014-02-01,1473,1602
1994-11-12,1634,2088
1971-05-20,1691,54
1996-07-14,2043,4787
2000-09-02,829,617
