Dirige
numero,refOrganisme,codeMembre,idReunion
546,26938,97430,1974
546,13962,70637,1567
546,12192,80731,1580
546,354,61899,1789
546,32979,60815,1613
546,16104,31325,197
546,20338,31897,395
546,23606,26035,308
546,17854,19813,2028
546,45235,40772,97
546,25678,40558,1694
546,1013,14568,769
546,3311,78434,464
546,35578,67285,2033
546,11305,40731,291
546,42267,67233,667
546,34945,81295,1880
546,16381,67426,1738
546,42934,86936,1648
546,15013,73834,2091
546,29804,46883,174
546,20782,59048,758
546,11914,25440,1888
546,31302,93265,613
546,13402,16951,657
546,40757,69753,1678
546,20695,72065,623
546,21119,76994,82
546,14793,43370,1755
546,10790,97589,91
546,44258,63254,528
546,25506,94462,1605
546,16801,66255,1380
546,8315,79172,1005
546,4971,43342,1862
546,48281,91666,1862
546,44678,18582,382
546,33810,85601,1325
546,34594,51872,1333
546,27682,36448,284
546,40948,37914,1966
546,47018,46064,1666
546,19125,78414,1061
546,4102,69568,631
546,567,66448,1403
546,11727,38464,1448
546,17224,88231,655
546,4720,43121,854
546,22636,21691,1470
546,49395,17619,1349
546,39945,60001,1130
546,25618,30460,2056
546,13817,60815,91
546,10234,43095,383
546,10686,86646,763
546,6323,42972,1658
546,16623,18231,319
546,39477,83401,1049
546,1322,19528,1000
546,13536,57408,111
546,18565,26662,1769
546,21216,60240,1973
546,23926,21781,853
546,35660,35391,1840
546,37012,41311,659
546,35908,50650,126
546,28679,65216,321
546,44417,64282,1328
546,8469,50801,631
546,36313,15823,1219
546,25745,82878,1194
546,44953,28361,1546
546,16452,74565,552
546,28894,32147,951
546,30398,23709,517
546,16736,15826,1994
546,20754,56079,346
546,13381,95370,1990
546,37249,60221,160
546,41737,69109,1330
546,28841,41881,1193
546,9770,89727,179
546,23845,25997,2054
546,42234,43131,2003
546,44564,66756,1741
546,32194,45044,2009
546,34771,90027,976
546,38148,95649,1708
546,6011,38327,1252
546,12729,89534,1684
546,5210,36867,1595
546,41333,61594,414
546,40805,50625,1822
546,28954,95924,758
546,15979,69364,916
546,25818,48894,1922
546,4778,17138,435
546,43254,41599,663
546,31525,18583,1981
546,29743,31909,1196
546,43351,17997,393
546,49395,29661,1278
546,31369,11169,539
546,21779,22992,295
546,47601,33056,215
546,43068,45740,580
546,15046,90498,1482
546,23346,57216,1730
546,11884,49617,1199
546,44004,88939,771
546,41413,34323,1066
546,20783,43920,1187
546,3876,76369,625
546,34024,36867,521
546,3995,72562,78
546,26832,22482,1229
546,6559,11076,115
546,8304,55568,2057
546,4939,11061,170
546,15456,28873,867
546,48395,72300,1044
546,4162,60461,1131
546,28399,98217,1242
546,44835,56651,414
546,21898,34639,55
546,39890,88798,610
546,29285,96289,1828
546,19184,91518,468
546,34921,25486,2006
546,34834,16031,753
546,8651,62315,1903
546,24172,83165,630
546,45777,17074,41
546,37281,92957,1105
546,9983,91554,220
546,38985,36778,1033
546,19242,18713,254
546,17331,77433,46
546,21659,94959,256
546,29959,69120,962
546,1302,34184,827
546,42715,35884,1285
546,47248,27414,1398
546,35174,72839,381
546,28518,67412,2020
546,31262,92783,1509
546,6891,49915,294
546,2892,69154,1178
546,18536,16385,620
546,4528,96727,162
546,26788,34544,340
546,23165,19669,1379
546,7335,89902,1515
546,49281,34370,177
546,20911,26308,1049
546,41970,97839,1329
546,19435,42607,1690
546,5591,78941,1273
546,34114,93606,258
546,41491,23809,1533
546,31665,21689,928
546,45650,70161,123
546,41190,79336,1008
546,40431,72798,1571
546,28328,14611,932
546,22597,43334,2053
546,47049,64665,1818
546,47700,93386,1359
546,21790,61019,1770
546,35316,58998,1522
546,3144,40749,1119
546,34713,94101,1441
546,6470,73671,1232
546,38506,14754,756
546,34746,97020,317
546,10827,16027,1263
546,4203,90408,1439
546,43827,34920,239
546,4001,33417,892
546,39798,62593,834
546,39867,96792,962
546,1785,13182,1329
546,8442,60350,743
546,25651,23052,1933
546,10484,15802,1208
546,9526,61250,1696
546,30358,59776,1649
546,14853,35309,1165
546,39822,90334,470
546,45098,20164,214
546,10794,78863,1440
546,2712,16680,1141
546,956,45151,1847
546,35498,63902,706
546,27660,71729,1851
546,37037,95161,1668
546,33123,41565,1255
546,39869,54981,1454
546,32788,50666,486
546,23191,66540,914
546,21558,17754,1621
546,30512,23646,1181
546,10797,88384,819
546,23014,56594,1789
546,32763,93889,843
546,36402,56215,1157
546,10142,88436,893
546,22463,91982,812
546,3906,54380,1651
546,5594,86157,437
546,47142,95940,1047
546,12893,94903,116
546,31556,63078,1516
546,18988,30297,388
546,6621,68837,1907
546,32105,67396,507
546,6301,41306,328
546,33211,96360,162
546,516,18706,1690
546,2606,50968,2009
546,32354,20356,410
546,7268,73343,1232
546,7445,87439,2060
546,42868,32418,1276
546,48231,78069,413
546,18310,23142,1996
546,47029,34462,745
546,49375,21866,404
546,25019,68844,607
546,12647,55178,999
546,45217,93994,1180
546,2424,76535,1985
546,14568,86436,1938
546,2012,39612,934
546,29595,82496,796
546,4813,60447,1717
546,3423,51922,652
546,4194,84744,1013
546,21026,39287,1849
546,13972,89228,190
546,42357,78049,1342
546,14668,28833,1487
546,10658,79521,1545
546,27417,59530,1368
546,18294,56879,109
546,9938,89346,902
546,21609,96736,1073
546,3065,84356,1561
546,375,71729,1672
546,13303,43156,222
546,19978,12323,874
546,23585,21570,2046
546,3307,35834,208
546,16995,26711,1696
546,18566,51046,953
546,229,36014,2005
546,712,33550,1054
546,5943,72928,436
546,9853,21078,758
546,4149,30261,1455
546,3975,87575,1301
546,43041,72988,1311
546,16500,35898,285
546,8482,28721,1796
546,18400,78401,250
546,9923,76793,1068
546,41653,14839,1728
546,47354,78051,1019
546,26794,69828,1522
546,47637,52017,360
546,4746,47556,337
546,28651,15077,1257
546,32731,95009,1525
546,25234,41146,706
546,11722,66443,1430
546,3968,57288,1626
546,15051,74052,1684
546,5150,84558,1602
546,32973,60991,825
546,30139,82722,1673
546,40926,42016,1492
546,7711,89654,770
546,13110,72829,500
546,6005,40289,646
546,44628,18692,253
546,43787,64458,704
546,46010,64383,1729
546,30694,13935,450
546,30106,78899,151
546,27536,87729,671
546,25056,56944,638
546,43024,55318,113
546,46061,19987,347
546,25780,85972,1152
546,45297,92025,206
546,40350,12420,712
546,47262,27082,531
546,29146,25120,516
546,32866,45568,1626
546,17884,19118,965
546,20251,69798,1395
546,41512,13523,540
546,680,24791,1256
546,18110,40001,514
546,18916,52879,1511
546,16152,90551,173
546,33746,58005,764
546,7507,40893,1089
546,30415,27567,527
546,517,95566,712
546,5250,96807,750
546,16115,27800,454
546,42923,95458,74
546,9054,85521,739
546,2898,82150,1218
546,27511,29228,1256
546,13591,84385,223
546,6125,58274,709
546,13140,49337,1276
546,10069,77863,992
546,34107,89202,229
546,8588,33229,1347
546,943,14455,81
546,2802,12317,1304
546,5109,30113,554
546,33994,33839,1021
546,44417,11142,1773
546,13121,16895,1058
546,35510,64202,677
546,47267,14121,1881
546,20749,70857,1850
546,1087,41180,1379
546,20501,42342,318
546,17060,23338,101
546,11400,13083,665
546,46071,40279,1463
546,33294,15839,927
546,47046,75678,1433
546,26923,28456,1600
546,20402,47178,2032
546,19111,60872,1495
546,38048,16777,1512
546,32952,51692,1724
546,40877,87500,711
546,10034,81045,1541
546,39751,70693,54
546,6697,85314,1788
546,15309,58506,194
546,28681,88363,1342
546,35926,15460,1168
546,30569,29555,1926
546,14176,95066,491
546,28954,48042,926
546,41199,90554,1480
546,15786,16935,829
546,28484,85189,1964
546,45543,66339,192
546,10142,55992,1470
546,18825,54118,1489
546,16465,31524,1239
546,38710,92210,1097
546,21883,48885,690
546,43413,74857,555
546,20579,92986,1117
546,26636,54554,1343
546,39358,12833,1609
546,21587,50447,1051
546,39415,71970,1819
546,9603,69339,1696
546,31208,89125,1603
546,18968,96723,686
546,17817,98543,1800
546,16979,55438,730
546,16977,47784,1639
546,470,80538,178
546,32538,97441,1474
546,22153,51630,762
546,49122,70608,739
546,40758,99764,1869
546,4188,84564,378
546,33735,24322,1612
546,19435,25335,1981
546,5976,88920,1503
546,36514,77090,1104
546,8775,51913,1103
546,29915,97201,1228
546,29368,86953,1967
546,17621,67727,2049
546,14253,70738,2038
546,13124,55463,1309
546,24367,80623,1656
546,40938,39185,1748
546,14827,74765,17
546,41226,81336,1195
546,4790,86550,1609
546,31854,48433,364
546,12,14891,981
546,8556,97994,249
546,24426,52270,723
546,48883,45824,969
546,10004,96361,35
546,16775,89130,624
546,30371,54823,1238
546,19886,35061,1287
546,41294,56168,670
546,31015,59058,1740
546,36828,44999,1561
546,20508,35339,1015
546,35417,36457,1470
546,41530,85898,1934
546,6363,57237,1019
546,37650,31235,343
546,30069,95908,1105
546,29924,97362,2055
546,44630,90776,368
546,34716,18458,917
546,35113,22746,2011
546,22954,80654,1678
546,49295,71984,834
546,4192,29487,820
546,30206,54902,936
546,41464,98087,722
546,16588,13056,790
546,37583,83453,223
546,21573,46412,1658
546,41323,74309,478
546,46204,54418,1292
546,15866,63133,868
546,16056,27879,479
546,30223,63476,1963
546,25972,72090,680
546,43064,94414,844
546,7251,19953,1890
546,38874,23719,1681
546,13576,11473,1261
546,22121,98047,448
546,11631,93400,1877
546,16661,15513,1238
546,38599,16457,174
546,36188,67788,1394
546,5263,47938,1828
546,25687,67503,916
546,35831,92886,1442
546,28775,90256,1453
546,9361,30061,38
546,19262,40326,1627
546,19423,48481,1988
546,29202,69102,510
546,42945,55467,429
546,44935,19875,534
546,30104,50653,38
546,23394,53444,918
546,36793,41862,1794
546,23522,83451,83
546,25973,48582,1006
546,18648,71345,463
546,8025,31383,798
546,3262,22103,345
546,25835,27432,1557
546,13743,17361,879
546,44634,81844,1999
546,26450,13667,1422
546,2015,61077,1954
546,27109,21190,237
546,44477,44234,886
546,23680,72222,1414
546,12890,23282,973
546,42930,69787,1742
546,27328,16138,1906
546,44529,53903,1656
546,33277,70334,77
546,5149,96933,1965
546,38854,43852,1571
546,14803,48730,1149
546,25121,42233,498
546,44373,54157,460
546,33559,77030,1408
546,24158,72063,627
546,49645,20314,1240
546,15363,28479,490
546,17810,61978,604
546,46802,78322,1216
546,36967,38225,1326
546,44260,42872,488
546,16064,53262,1834
546,41110,66306,73
546,34068,67318,175
546,48872,80217,2028
546,48035,86913,352
546,43807,44785,1457
546,32324,97197,1836
546,15005,83026,241
546,44881,48426,297
546,8907,28346,867
546,32538,41498,1241
546,43449,74220,2045
546,49604,56226,223
546,13147,17086,1422
546,4692,58964,411
546,4874,30619,910
546,47437,52687,1798
546,4812,53146,200
546,10032,31210,505
546,32431,61715,401
546,36079,82716,653
546,26952,67777,1357
546,20214,11667,2074
546,15617,14039,1978
546,42933,99130,482
546,16733,37654,380
546,21762,87499,1429
546,18417,88206,1889
546,32845,65015,1666
546,6745,30083,153
546,48075,12802,100
546,34647,34849,1979
546,21214,35232,451
546,31166,32390,256
546,20913,27460,1173
546,42684,85090,777
546,32734,28859,2034
546,13061,82117,514
546,47914,71909,467
546,35991,98094,1178
546,33068,26879,1240
546,21025,70937,421
546,22911,56251,918
546,28824,72384,723
546,34829,72337,1633
546,6656,50007,2075
546,33046,71648,1869
546,18306,83122,706
546,14599,70559,1745
546,23548,73506,290
546,27883,29267,118
546,16582,39765,392
546,38398,24090,822
546,22765,81990,80
546,20001,15074,1590
546,32465,52546,1868
546,23216,56029,1275
546,7423,89690,1457
546,15122,74929,2064
546,31398,30151,2096
546,41630,69075,415
546,48093,36683,887
546,11279,62750,439
546,16283,22085,1026
546,46362,43680,374
546,30851,89923,1190
546,46300,45907,488
546,26282,58263,141
546,13211,14983,1795
546,19877,96766,364
546,23183,24023,1152
546,4206,18315,661
546,1139,20082,1596
546,48543,20555,1111
546,3899,21133,502
546,6391,23226,1491
546,21116,32641,333
546,19227,82778,1488
546,20921,33464,2080
546,32305,69574,642
546,34725,29706,1890
546,10908,53900,1489
546,48322,34695,1051
546,8149,98043,170
546,27201,31227,161
546,17738,40648,958
546,17575,78230,909
546,7250,51397,151
546,40646,86578,27
546,18026,19574,825
546,526,32883,988
546,24019,22968,1948
546,2759,42945,1706
546,24463,54945,1282
546,22207,42144,1009
546,4026,33586,1473
546,46735,64799,1123
546,13959,96468,1017
546,2813,55908,1436
546,46295,20677,1521
546,18484,48031,437
546,40734,79481,389
546,48255,61109,1717
546,42754,77624,946
546,10445,52669,1699
546,14352,93689,1876
546,42470,44162,61
546,42824,54405,288
546,28441,37756,1295
546,3668,32764,1666
546,14207,62784,36
546,12634,24828,1421
546,40029,12277,565
546,16930,13753,1684
546,72,42535,1911
546,13547,61619,845
546,6741,41244,408
546,16268,12515,105
546,32051,68495,111
546,46159,21539,1536
546,11538,56339,83
546,41486,45563,1385
546,27943,64974,331
546,2582,73930,1356
546,36393,84683,195
546,27865,67410,1995
546,22039,14366,319
546,24234,29300,238
546,10450,78147,1275
546,46649,37735,1126
546,11051,91657,429
546,10076,51898,1573
546,10632,57783,142
546,45991,51561,1155
546,37002,63884,338
546,46567,34198,1520
546,45329,32973,1763
546,10441,46715,245
546,40727,24031,1636
546,15912,58515,2040
546,37841,65520,1849
546,33361,76261,138
546,27038,29052,1493
546,19031,98491,487
546,17372,43294,854
546,12662,36119,743
546,9572,68378,1999
546,872,43762,641
546,49243,54210,1237
546,32280,30466,805
546,16139,16730,270
546,47082,67891,508
546,1662,54368,645
546,22695,62297,163
546,25595,54996,1477
546,4156,84976,523
546,43459,37018,818
546,21324,41563,1164
546,30880,75757,929
546,9848,70821,598
546,42022,37438,939
546,26521,26819,476
546,40497,26472,255
546,19055,31481,1620
546,28200,13182,702
546,10800,45665,733
546,25587,74121,1184
546,8759,70845,370
546,40821,63148,13
546,43516,28978,1530
546,41927,63128,717
546,9801,35696,305
546,26176,84668,780
546,22986,83910,1153
546,43248,36977,861
546,44755,41443,1672
546,48957,43749,1478
546,18007,58670,557
546,30769,45352,999
546,13104,73470,2040
546,26941,75819,85
546,23090,31618,714
546,865,20206,2083
546,46443,48962,96
546,31768,24415,1148
546,39923,20536,1503
546,17408,21795,1238
546,18659,94492,1707
546,2119,53602,1949
546,26316,71859,1804
546,16925,32608,901
546,45793,32219,176
546,21810,30564,1562
546,7140,50898,540
546,8834,19030,577
546,937,97925,372
546,33906,80194,1917
546,13284,72549,309
546,43462,63384,1180
546,12593,97197,1083
546,41505,58832,2085
546,27028,95955,770
546,46744,65649,397
546,25949,97293,1639
546,38949,49350,889
546,44783,46308,1890
546,8887,80489,1245
546,46312,49330,183
546,37244,15678,1222
546,5971,54467,1399
546,49205,36014,2100
546,14083,58265,451
546,47805,52150,1169
546,6205,38395,2050
546,25580,57223,179
546,24985,84763,936
546,1197,75105,1248
546,41731,38349,794
546,37554,16408,1212
546,38270,96947,155
546,20351,23407,1219
546,45226,34722,642
546,48624,27871,585
546,44953,69803,1707
546,41369,60688,634
546,6625,30295,384
546,2144,71036,1373
546,18876,39609,69
546,44755,34585,1655
546,2657,34969,1495
546,14447,42725,1692
546,19482,38629,1672
546,3933,19641,365
546,13861,46631,2064
546,5542,45804,1302
546,34207,68896,1526
546,32271,16374,1635
546,21609,54048,611
546,44328,78076,324
546,1250,14064,1332
546,7408,60077,14
546,41593,52603,1280
546,12919,78687,2061
546,5111,75536,150
546,40684,61274,1999
546,33384,18749,2061
546,12342,31940,704
546,42610,17257,754
546,19742,46779,1487
546,34705,24415,1349
546,2224,60743,1510
546,48509,39020,1331
546,5093,33128,1160
546,10877,58838,1872
546,6565,43607,1636
546,28634,37859,1248
546,31099,17603,1159
546,7857,75225,1432
546,43133,67403,1394
546,33050,58488,367
546,7399,72512,1272
546,45064,66304,1973
546,7542,88946,1315
546,16636,22860,517
546,23604,57171,380
546,18911,39162,236
546,46465,28871,1951
546,45808,22379,784
546,31809,26350,88
546,2259,76837,444
546,46180,45241,1323
546,43448,49007,1028
546,19902,51101,1072
546,25952,16230,1823
546,42340,49456,195
546,17667,71704,1672
546,46004,24222,714
546,32295,76114,852
546,46273,33124,151
546,288,55099,183
546,40253,26561,1918
546,22803,67108,340
546,1299,15683,1356
546,23703,83692,1108
546,35041,50462,62
546,27831,75317,1958
546,49387,76470,305
546,2950,91392,811
546,26618,73159,788
546,7119,24773,1927
546,38289,53146,1843
546,27656,61846,480
546,46201,64074,525
546,3064,81056,162
546,16009,52861,547
546,24665,29429,287
546,11734,67207,1491
546,24571,42539,493
546,29517,52245,1072
546,28817,48467,642
546,27420,45201,273
546,6522,89947,1757
546,42805,45832,1391
546,13660,25919,1499
546,1426,71102,508
546,41475,61713,718
546,20772,32131,15
546,9267,41056,226
546,31041,27717,1740
546,38195,77025,66
546,24947,84183,723
546,26065,69181,1717
546,1621,60673,874
546,36982,35051,1941
546,11207,37779,1729
546,26700,17070,758
546,19101,58016,424
546,39488,35321,935
546,20481,32574,1347
546,26285,14879,1992
546,7797,51037,1974
546,35118,42462,579
546,18789,35071,1834
546,25620,44550,278
546,42306,71665,728
546,47557,11715,2048
546,7424,57461,759
546,10589,82812,1150
546,49777,26711,1565
546,8752,99882,802
546,46596,86249,396
546,20060,30240,818
546,26385,40885,1463
546,37402,25446,389
546,541,92292,1453
546,33525,39430,744
546,7725,37631,282
546,13255,78617,1145
546,25267,79544,1421
546,32133,38605,187
546,11212,11237,1017
546,40728,71125,2015
546,21302,61854,2051
546,19074,46359,1810
546,30243,19686,401
546,36556,15320,532
546,23140,53233,1058
546,36836,32109,1398
546,39098,37702,1376
546,23497,96789,636
546,31274,23733,2009
546,35090,78577,1437
546,16807,25902,670
546,43464,60570,1560
546,166,98918,793
546,41849,94338,1523
546,33279,94323,1986
546,48546,71489,1071
546,35899,53088,1093
546,12827,74185,301
546,8022,55113,675
546,1198,59503,1496
546,25325,94478,1109
546,48714,45265,1065
546,6629,92450,1749
546,40848,73567,488
546,43489,57637,1093
546,24085,60259,36
546,33698,93868,3
546,2541,89489,1165
546,45428,41982,1446
546,30335,26829,310
546,14236,37409,1440
546,46150,59337,291
546,30940,67437,631
546,49130,78687,524
546,43233,92772,1450
546,29049,21108,1982
546,253,80780,1117
546,40796,76329,305
546,43760,81239,862
546,39740,30060,1005
546,37483,39303,1720
546,10407,81628,390
546,2125,21166,581
546,15477,29952,1989
546,8427,47160,976
546,8839,49982,301
546,25510,76011,304
546,11991,43339,1596
546,33367,21651,1541
546,21636,37136,912
546,43153,52519,1702
546,27713,21583,1466
546,40256,53535,618
546,9783,85596,1204
546,413,32076,591
546,470,16797,780
546,31517,36836,402
546,14237,96694,421
546,25130,16849,103
546,22776,54064,1728
546,13814,46224,52
546,11967,79340,1480
546,7880,62896,587
546,30975,53912,898
546,5840,49685,1513
546,49533,68494,2075
546,34824,81036,1373
546,32923,19808,1654
546,48205,49218,470
546,22241,79442,1861
546,45432,59655,110
546,49461,63705,1171
546,31591,38242,1622
546,9183,11993,556
546,5320,43069,721
546,44895,97254,1691
546,46675,18809,1291
546,43591,37971,1964
546,3810,76502,606
546,5187,79151,1609
546,39121,78534,20
546,28768,17662,845
546,35453,26648,772
546,12854,39608,1919
546,36560,59801,1924
546,12613,21341,1693
546,41545,28013,1196
546,37445,27120,688
546,36908,37295,841
546,34760,24011,1671
546,21681,17589,1692
546,14011,84696,2057
546,7984,81966,791
546,37905,72034,226
546,8286,89780,1661
546,43211,74928,1953
546,27059,50732,756
546,15693,99491,168
546,31508,67736,870
546,18165,65167,1017
546,5958,39802,363
546,38346,88980,59
546,40837,22739,742
546,36441,68677,1997
546,46790,84366,1817
546,12536,75257,449
546,3009,51568,499
546,27607,86116,1397
546,46846,36936,931
546,46395,71923,59
546,9442,98553,1009
546,2041,87673,842
546,47266,30828,477
546,8847,66053,2005
546,29220,94848,267
546,40235,25699,837
546,14446,75417,305
546,18857,95957,859
546,37027,75369,2085
546,28840,17267,1743
546,33244,94109,659
546,30793,28164,557
546,38490,97049,1171
546,49813,69603,229
546,6709,15160,1256
546,13816,41410,913
546,43406,43479,602
546,44588,44492,1880
546,31852,89542,645
546,35345,47323,1302
546,9151,40847,2011
546,43884,23770,996
546,26017,13807,1549
546,1806,45871,805
546,45827,92017,864
546,39834,43984,1329
546,44322,85235,770
546,14025,43352,865
546,49532,39480,1321
546,14636,19415,119
546,34630,18981,1353
546,42720,74978,1071
546,41484,85982,247
546,45313,39118,151
546,218,29820,1591
546,8911,42444,111
546,41180,96012,899
546,18734,95632,1568
546,40451,75880,1127
546,15080,26208,335
546,16080,81054,1845
546,390,50696,2042
546,41950,22326,1107
546,854,20702,2093
546,26283,19730,1485
546,21960,14510,1782
546,42386,99347,121
546,29974,16132,1226
546,9908,62465,1716
546,15721,62781,138
546,48254,55865,2042
546,43341,45757,1228
546,44749,46918,1779
546,14399,95327,1682
546,48185,23803,97
546,43522,76735,716
546,38382,54863,1231
546,23365,51834,1534
546,49306,52424,892
546,46091,76816,219
546,11458,28022,296
546,36600,64447,1730
546,38518,30829,438
546,46768,42371,783
546,27563,64493,94
546,7952,35843,1910
546,12020,18539,1594
546,41808,52610,2091
546,2690,66427,1245
546,4113,96870,732
546,40495,52216,198
546,13050,70394,61
546,48375,71283,1846
546,24917,53757,1634
546,31835,78370,623
546,34838,54726,2007
546,6148,47387,1879
546,43448,17644,589
546,42932,80343,996
546,9047,32579,1780
546,3516,33064,1338
546,1949,36221,1554
546,2474,57718,1311
546,25402,65193,1913
546,15508,33654,323
546,39330,87900,38
546,37326,72781,1222
546,15007,67811,1687
546,40613,15254,1749
546,8621,38015,135
546,18257,22223,1674
546,26018,86544,1325
546,1595,23060,817
546,43155,47633,1644
546,33246,39059,1137
546,638,79166,1655
546,40241,76640,36
546,20826,12368,842
546,13547,60324,52
546,41832,79245,77
546,5887,85649,217
546,19539,21316,164
546,294,36090,1214
546,46219,50219,762
546,17906,19810,1304
546,4971,38097,1298
546,23284,77430,132
546,28479,66732,1464
546,20932,89983,2064
546,33065,85672,2043
546,45792,14275,454
546,12590,90126,1386
546,34477,88905,1767
546,2191,62623,703
546,27510,81219,1495
546,46891,30423,211
546,31550,21344,333
546,32286,78292,492
546,42060,21643,852
546,34381,50518,112
546,34569,15768,1180
546,31293,23042,1104
546,3339,85944,1681
546,33479,98261,2078
546,26722,59417,1248
546,11961,14182,566
546,47182,60795,335
546,35372,92213,1538
546,22873,96365,1271
546,5992,74833,109
546,46807,55047,1691
546,40953,73458,1492
546,32277,38222,646
546,7175,28169,1163
546,44669,46404,1873
546,48431,13398,784
546,49866,22617,999
546,43241,81679,2032
546,40773,52473,2047
546,40709,58341,1125
546,28029,20169,1465
546,12209,76070,4
546,21265,76532,1309
546,7635,58509,1495
546,26016,49330,237
546,13634,25496,666
546,37921,99643,991
546,7300,16950,123
546,20349,88873,1250
546,23379,69371,1603
546,47335,33067,1878
546,4589,12201,198
546,20071,96054,479
546,24306,11836,1671
546,43553,46486,1359
546,2807,23325,627
546,7285,24129,2070
546,19357,92569,1744
546,18794,23145,1556
546,12587,12802,1244
546,6052,65851,870
546,10917,48726,333
546,23405,24314,543
546,9238,11070,1617
546,37187,84612,879
546,9761,13500,391
546,38947,38465,1815
546,27520,89803,981
546,33369,32339,1185
546,11646,38654,493
546,31031,95652,284
546,4314,96313,559
546,35003,14963,257
546,25286,95927,352
546,25106,13596,1774
546,7425,15601,759
546,28632,48746,116
546,8055,32047,1784
546,49594,41461,1823
546,44139,35424,1774
546,17652,57659,44
546,33485,70653,730
546,20544,49422,1832
546,20915,85396,981
546,30225,43444,898
546,49945,95298,286
546,23387,75247,114
546,36210,36639,1471
546,38166,92803,1409
546,18729,25063,633
546,8049,73224,996
546,6998,34269,1938
546,28217,27139,120
546,8385,86680,1430
546,37215,39791,211
546,17490,37767,1833
546,42896,66690,1804
546,34077,91208,1417
546,11965,16530,1653
546,29980,20006,1050
546,8389,66634,1998
546,49948,37847,1148
546,4197,31289,1789
546,12260,35899,317
546,6822,19912,1040
546,38678,94371,1341
546,20526,39024,246
546,24851,36861,327
546,1695,75789,870
546,47391,62766,550
546,49775,79347,27
546,32583,88902,365
546,15775,17237,1132
546,11819,24702,833
546,13289,82862,1595
546,2958,33537,2093
546,18884,41555,1624
546,3926,92881,1081
546,2000,23211,1849
546,14500,51784,1864
546,17118,60922,1329
546,18842,12423,83
546,32983,96092,1324
546,46353,74054,1533
546,36441,51559,1554
546,24915,22863,198
546,10164,22474,116
546,16094,76662,209
546,46687,46127,579
546,33082,29186,1748
546,43780,87539,395
546,4691,52759,1654
546,3100,78194,314
546,6243,55997,35
546,7782,20389,314
546,19962,18371,1625
546,36472,20508,1627
546,42808,70442,1162
546,12865,49186,870
546,6722,91021,1094
546,48833,12082,2009
546,2968,82351,1643
546,7613,22883,2060
546,30367,99570,1522
546,20587,58533,863
546,32558,64651,344
546,21546,94644,1328
546,23703,93083,955
546,31322,32323,1337
546,15824,54372,1152
546,44992,93431,39
546,13628,59465,1065
546,22584,89408,907
546,40126,45736,52
546,44482,97710,737
546,1671,78433,428
546,8980,45440,732
546,47797,39800,1672
546,33430,51346,1444
546,33184,68734,1393
546,22046,29385,214
546,23009,67938,930
546,16733,69842,1620
546,34463,70128,1949
546,12813,70832,1747
546,37632,12225,1351
546,16290,59792,1869
546,33222,15157,1600
546,23841,31179,1183
546,3306,97506,1837
546,31441,77149,1868
546,6305,62528,2049
546,42808,44564,263
546,3880,64464,1135
546,3873,70321,1316
546,17147,99890,439
546,20353,71105,741
546,34219,67813,1175
546,2735,74238,1561
546,22502,36547,101
546,9266,81487,1827
546,34240,21802,62
546,41183,12635,774
546,129,59413,868
546,4775,75499,2004
546,759,11397,760
546,4220,66247,1171
546,29302,35616,789
546,31326,23150,501
546,7520,22706,1172
546,38740,74855,1745
546,11512,49038,389
546,32122,24198,1776
546,11767,30261,1196
546,8244,63762,190
546,33727,49388,422
